Date,Day,Total Units,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
10/11/2025,Monday,1857.8157675962307,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
11/11/2025,Tuesday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
12/11/2025,Wednesday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
13/11/2025,Thursday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
14/11/2025,Friday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
15/11/2025,Saturday,1878.5349025508353,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,27.6255132728064
16/11/2025,Sunday,1098.1141525940545,13.8127566364032,20.7191349546048,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9063783182016,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,36.343142080224005,34.531891591008,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064
17/11/2025,Monday,1857.8157675962307,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
18/11/2025,Tuesday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
19/11/2025,Wednesday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
20/11/2025,Thursday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
21/11/2025,Friday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
22/11/2025,Saturday,1878.5349025508353,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,27.6255132728064
23/11/2025,Sunday,1098.1141525940545,13.8127566364032,20.7191349546048,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9063783182016,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,36.343142080224005,34.531891591008,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064
24/11/2025,Monday,1857.8157675962307,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
25/11/2025,Tuesday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
26/11/2025,Wednesday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
27/11/2025,Thursday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
28/11/2025,Friday,1871.628524232634,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,34.531891591008,27.6255132728064
29/11/2025,Saturday,1878.5349025508353,13.8127566364032,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7191349546048,27.6255132728064,27.6255132728064,30.909390612576,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,55.25102654561281,51.96714920584321,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,41.4382699092096,27.6255132728064
30/11/2025,Sunday,1098.1141525940545,13.8127566364032,20.7191349546048,6.906378318201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9063783182016,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,29.4367637620224,39.62701941999361,36.343142080224005,34.531891591008,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064,27.6255132728064
